Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,house,fam_income,fam_income_rel,area,reg_econ,reg_svc,reg_urgap,reg_eduratio,reg_mobility
2,30,1,1,0,5,1,1,12,0,3,1,5,2,96,5,1,1,1,1,200,3.75 ,3,1.00 ,3.00 ,0,3,3,8,4,3,1,120000,2,2,73675 ,16881.6432 ,2.422 ,0.138 ,0.799 
1,29,1,1,0,2,1,1,16,2,4,0,5,1,40,0,0,0,0,0,240,5.75 ,3,5.00 ,1.00 ,0,2,9,9,3,4,1,200000,4,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,45,0,0,0,5,0,1,6,8,0,1,2,1,70,2,0,0,0,0,120,6.75 ,2,1.50 ,2.00 ,0,3,10,5,3,4,1,41000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,53,1,0,0,5,0,1,6,8,0,1,4,1,40,2,0,1,0,1,300,3.25 ,2,3.00 ,4.00 ,0,4,5,7,1,2,1,41000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,35,1,1,0,4,1,1,16,1,0,1,4,2,40,5,1,1,1,0,600,4.00 ,2,1.00 ,1.00 ,0,3,10,10,5,4,0,120000,3,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
2,47,1,0,0,3,0,1,6,0,0,1,4,1,40,2,0,0,0,0,120,3.50 ,1,4.00 ,2.00 ,0,2,10,5,3,4,1,30000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,47,0,0,0,3,0,1,6,0,0,1,5,1,35,2,0,0,1,0,120,6.25 ,3,2.00 ,5.00 ,0,5,10,10,3,4,1,30000,2,1,68775 ,14918.8230 ,2.210 ,0.147 ,0.668 
1,38,1,1,1,2,1,1,16,4,6,1,5,2,40,5,0,0,1,0,240,6.00 ,4,3.00 ,3.00 ,0,4,6,3,3,4,1,500000,4,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,45,1,1,0,3,0,1,9,1,0,1,5,1,40,5,0,0,1,0,120,3.25 ,3,3.00 ,3.00 ,0,1,8,5,3,3,1,226000,4,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
2,44,0,1,0,3,0,1,9,1,0,1,5,1,42,3,0,0,1,1,240,2.50 ,2,3.00 ,2.50 ,0,2,5,5,1,5,1,226000,4,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
2,40,0,0,0,5,0,1,15,0,3,1,5,1,40,5,0,1,0,0,270,5.75 ,3,1.00 ,3.00 ,0,4,7,3,3,4,1,400000,4,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
1,40,1,0,0,5,1,1,12,0,3,1,4,1,40,4,1,0,0,1,240,3.75 ,3,3.00 ,2.50 ,0,4,7,6,3,4,1,400000,4,1,179907 ,37952.1616 ,2.115 ,0.111 ,0.742 
2,46,1,1,0,3,0,1,9,1,0,1,5,1,60,3,1,0,1,0,60,6.00 ,2,1.50 ,4.50 ,0,5,5,5,3,4,1,150000,4,2,73603 ,13676.8076 ,2.306 ,0.129 ,0.862 
2,44,1,1,0,6,0,1,9,8,0,1,5,1,54,3,0,0,1,0,0,4.75 ,2,2.00 ,3.00 ,0,4,3,3,3,3,1,53000,2,2,73603 ,13676.8076 ,2.306 ,0.129 ,0.862 
2,36,0,1,0,6,0,1,9,8,0,1,3,1,56,2,0,0,1,1,300,3.25 ,1,2.50 ,3.50 ,0,3,5,10,2,4,1,53000,2,2,73603 ,13676.8076 ,2.306 ,0.129 ,0.862 
2,40,1,1,0,4,0,1,12,5,3,1,5,1,70,1,0,0,1,0,120,2.50 ,4,3.00 ,2.50 ,0,3,10,3,3,4,0,100000,3,1,126829 ,13589.3505 ,2.154 ,0.113 ,0.809 
3,35,0,1,0,4,0,1,9,5,3,1,5,0,0,2,0,0,1,0,300,3.25 ,2,3.00 ,4.00 ,0,4,10,10,1,2,0,100000,3,1,126829 ,13589.3505 ,2.154 ,0.113 ,0.809 
2,57,1,0,0,2,0,1,9,1,0,1,3,1,40,1,0,0,0,0,30,4.00 ,4,1.50 ,4.50 ,0,1,10,10,5,4,0,16000,2,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,43,1,1,0,3,0,1,9,0,0,1,4,1,70,5,0,1,1,0,90,6.50 ,2,2.00 ,3.50 ,0,4,4,4,3,4,0,200000,4,1,126829 ,13589.3505 ,2.154 ,0.113 ,0.809 
2,41,0,1,0,5,0,1,9,4,0,1,5,0,0,1,0,0,0,0,300,5.50 ,3,3.00 ,3.00 ,0,3,5,5,3,5,1,70000,2,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
3,45,1,1,0,5,0,1,9,4,0,1,5,1,90,3,0,1,1,0,120,5.50 ,3,1.00 ,4.00 ,0,4,3,4,3,4,1,70000,2,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,35,0,1,0,4,1,1,15,1,1,1,5,1,40,5,0,0,0,0,300,7.25 ,3,1.00 ,4.50 ,0,3,7,7,3,4,1,200000,4,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
4,56,1,1,0,2,1,1,15,3,3,1,5,2,40,5,0,0,0,0,60,4.75 ,3,3.00 ,3.00 ,0,4,10,8,1,4,1,100000,4,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
1,41,1,1,0,3,0,1,12,3,0,1,4,1,40,5,1,0,0,0,120,6.00 ,3,2.00 ,4.00 ,0,3,7,7,3,4,0,40000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,44,0,1,0,3,0,1,12,3,0,1,4,1,42,2,1,0,1,0,420,6.25 ,3,2.50 ,4.00 ,0,3,7,8,3,4,0,40000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,30,1,1,0,7,0,1,6,2,3,0,3,1,56,5,1,0,0,0,0,7.00 ,3,3.00 ,3.00 ,0,4,8,6,2,3,1,65000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,46,1,1,0,2,0,1,9,0,3,1,5,1,70,2,1,1,1,0,90,5.75 ,2,3.00 ,3.00 ,0,3,8,7,2,4,0,50000,3,1,119235 ,20028.0998 ,1.827 ,0.096 ,0.630 
2,46,0,1,0,2,0,1,6,0,3,1,4,1,70,2,0,0,0,0,120,5.00 ,2,3.00 ,2.50 ,0,3,10,8,1,2,0,50000,3,1,119235 ,20028.0998 ,1.827 ,0.096 ,0.630 
3,60,1,0,0,6,0,1,12,0,12,1,3,0,0,1,0,0,0,0,0,5.75 ,3,3.00 ,3.00 ,0,3,7,5,3,4,0,70000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,35,1,0,0,6,0,1,12,0,0,1,4,2,48,3,1,0,0,0,180,5.25 ,3,1.50 ,3.00 ,0,4,10,5,3,4,0,70000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,36,0,0,0,3,0,1,9,3,6,1,3,1,60,0,0,0,0,1,180,5.75 ,3,1.50 ,5.00 ,0,3,5,5,5,4,0,50000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,56,1,0,0,5,0,1,6,2,6,1,5,1,50,2,0,0,0,1,0,4.50 ,2,2.00 ,2.50 ,0,2,5,5,1,3,1,70000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,34,0,1,0,4,0,1,9,2,3,1,5,1,50,1,0,0,1,0,90,3.25 ,3,1.00 ,5.00 ,0,2,0,10,5,5,0,60000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,49,0,0,0,3,0,1,6,0,0,1,3,1,46,2,0,0,1,1,0,5.25 ,3,3.00 ,3.50 ,0,4,7,6,1,4,1,75000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,49,1,0,0,3,0,1,6,0,0,1,5,1,36,3,0,0,1,0,30,6.75 ,3,4.00 ,1.00 ,0,3,10,10,1,2,1,75000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,25,0,1,1,7,0,1,9,2,0,1,4,1,80,2,0,1,1,0,120,3.25 ,1,1.00 ,5.00 ,0,1,10,10,3,2,1,200000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,35,0,1,0,4,1,1,15,1,0,1,4,1,20,1,0,0,0,0,240,7.25 ,3,2.50 ,5.00 ,0,2,8,8,4,4,1,205000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
0,46,1,0,0,4,1,1,16,5,1,0,4,1,40,5,0,0,0,1,49,5.75 ,3,2.00 ,3.00 ,0,4,8,8,3,4,0,70000,3,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,45,0,1,0,4,1,1,15,4,1,1,5,1,63,3,0,0,1,0,240,7.25 ,4,3.00 ,3.00 ,0,5,9,7,4,4,0,370000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,49,1,1,0,4,1,1,16,4,1,1,5,1,40,5,1,1,1,1,150,7.75 ,3,2.50 ,5.00 ,0,4,6,6,4,4,0,370000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,45,0,1,0,3,1,1,12,21,3,1,5,0,0,2,0,0,1,0,120,8.25 ,3,2.50 ,3.00 ,0,4,5,5,5,4,1,90000,3,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
2,36,1,1,0,7,1,1,12,2,3,1,5,0,0,2,1,1,1,0,600,3.75 ,2,2.50 ,5.00 ,0,3,7,3,4,4,0,250000,3,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
2,42,0,1,0,4,1,1,15,0,1,0,3,2,40,5,1,1,1,0,600,5.50 ,3,3.00 ,3.00 ,0,3,10,10,3,4,1,204000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
2,53,1,1,1,3,1,1,9,5,6,1,5,1,60,5,1,1,0,1,60,3.00 ,3,3.50 ,2.50 ,0,2,10,10,3,2,1,150000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,54,1,1,0,3,1,1,6,5,6,1,5,1,21,1,0,0,0,0,0,5.00 ,1,3.00 ,4.00 ,0,5,8,0,1,5,1,20000,3,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,44,1,1,0,5,1,1,12,1,0,1,4,0,0,2,0,1,0,1,180,7.25 ,3,3.50 ,3.00 ,0,3,10,6,3,4,0,170000,3,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,43,0,1,0,5,1,1,12,1,0,1,4,0,0,2,0,0,0,0,720,4.50 ,4,3.50 ,3.50 ,0,2,8,7,5,4,0,170000,3,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
4,46,1,1,0,2,0,1,6,1,6,1,5,1,91,2,1,1,1,0,120,6.00 ,3,3.00 ,4.00 ,0,3,5,6,5,3,0,100000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
3,45,0,1,0,2,0,1,0,1,6,1,4,1,63,1,0,0,1,1,120,7.00 ,4,3.00 ,3.50 ,0,5,6,3,3,3,0,100000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,39,1,1,0,5,1,1,15,1,0,0,4,1,50,0,1,1,0,1,60,3.00 ,1,2.50 ,3.00 ,0,2,7,1,5,3,1,450000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,38,0,1,0,5,1,1,15,1,0,1,5,1,40,5,0,0,1,0,180,4.25 ,3,3.00 ,5.00 ,0,4,5,1,3,3,1,450000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,42,1,1,0,3,1,1,16,4,0,1,5,1,45,5,0,1,0,1,180,6.75 ,4,2.00 ,4.00 ,0,4,8,8,3,4,1,280000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,38,0,1,0,3,1,1,16,4,0,1,4,1,40,5,0,0,0,1,120,6.25 ,2,2.50 ,4.00 ,0,4,6,7,3,2,1,280000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,40,0,1,1,5,1,0,19,1,0,1,3,1,32,5,1,0,1,1,300,7.00 ,4,1.00 ,1.50 ,0,4,9,5,3,4,0,1180000,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
1,52,1,1,0,3,1,0,16,2,4,0,5,1,15,5,0,0,1,1,180,5.75 ,3,5.00 ,1.00 ,0,3,8,3,3,1,1,103500,4,1,190313 ,34199.4048 ,2.418 ,0.086 ,0.942 
2,46,1,0,0,6,0,1,9,4,9,1,5,1,70,2,1,0,1,0,0,6.25 ,2,3.00 ,3.00 ,0,4,8,8,5,4,1,80000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,31,0,1,0,4,0,1,12,8,0,0,4,0,0,2,0,1,1,0,360,6.50 ,2,2.50 ,2.00 ,0,4,8,7,4,4,0,30000,3,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,36,1,1,1,3,0,1,15,0,0,1,5,1,40,5,1,0,1,0,60,5.50 ,2,3.00 ,3.00 ,0,3,10,6,3,4,1,150000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,55,1,0,0,6,1,1,9,0,3,1,5,1,12,2,0,0,0,0,0,7.00 ,3,2.50 ,4.50 ,0,5,0,1,3,4,1,45620,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,31,0,0,0,6,0,1,9,1,0,1,3,0,0,2,1,1,0,0,300,7.00 ,1,1.00 ,4.50 ,0,2,8,7,1,4,1,45620,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,28,0,0,0,4,0,1,15,3,9,1,5,1,40,2,0,0,0,0,240,3.75 ,3,2.00 ,4.50 ,0,4,4,4,3,4,0,100000,4,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,32,0,0,1,4,0,1,9,1,0,1,3,1,6,2,0,1,0,1,200,4.50 ,3,3.00 ,2.50 ,0,4,7,7,4,4,0,30000,1,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,43,1,1,0,3,0,1,6,1,0,0,5,1,56,2,0,0,1,1,120,7.25 ,3,1.00 ,5.00 ,0,4,3,3,5,3,0,120000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
1,44,0,1,0,3,0,1,6,1,0,1,5,1,40,5,0,0,0,0,0,5.00 ,1,1.50 ,5.00 ,0,2,8,8,4,4,0,120000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,38,0,1,0,4,1,1,12,3,4,1,5,2,40,5,1,1,1,1,200,6.00 ,3,2.00 ,3.50 ,0,4,7,7,4,4,1,90000,2,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
2,41,1,1,1,4,1,1,16,3,4,1,5,2,48,5,0,0,0,0,300,3.25 ,3,2.00 ,2.50 ,0,4,2,2,3,4,1,90000,2,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
2,41,0,1,0,4,0,1,12,2,3,1,4,1,25,2,0,0,1,0,0,2.50 ,3,3.00 ,3.50 ,0,3,8,7,3,4,1,60000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,29,0,0,0,3,0,1,9,2,0,1,3,1,70,2,1,0,0,0,300,6.50 ,1,1.50 ,4.00 ,0,3,7,5,3,4,0,124550,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,41,1,1,0,4,0,1,12,3,0,1,5,1,60,2,0,0,1,0,60,8.00 ,3,3.00 ,3.50 ,0,4,6,5,3,4,0,300000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,38,0,1,0,4,0,1,12,3,0,1,3,1,96,2,0,0,1,0,600,7.50 ,4,1.50 ,2.00 ,0,3,7,8,3,4,0,300000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,29,0,1,0,5,0,1,9,2,0,1,3,1,6,2,0,0,1,0,5,5.75 ,4,3.00 ,3.50 ,0,1,9,9,3,4,1,80000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
1,38,0,1,0,2,0,1,9,0,0,1,3,1,70,2,1,0,1,0,420,6.50 ,3,3.50 ,4.00 ,0,3,8,6,4,2,1,80000,3,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
2,38,1,0,0,6,0,1,6,3,3,1,3,1,80,2,1,0,0,0,180,4.00 ,3,4.00 ,4.50 ,0,4,6,5,3,2,1,150000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,41,0,0,0,6,0,1,9,3,3,1,4,1,15,2,1,0,0,0,0,6.75 ,3,3.00 ,4.00 ,0,3,10,8,4,3,1,150000,3,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,33,0,1,0,4,1,1,15,3,1,1,3,1,48,5,0,0,0,0,480,4.00 ,2,2.50 ,3.00 ,0,3,7,6,3,4,1,240000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,28,0,1,0,4,0,1,6,1,3,1,3,1,63,1,0,0,1,0,40,5.00 ,2,2.50 ,2.50 ,0,2,10,10,2,2,0,24000,1,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,40,0,0,0,5,0,1,6,4,3,1,4,1,35,1,0,0,0,0,60,7.50 ,2,2.00 ,4.00 ,0,3,8,8,1,3,1,70000,2,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
3,42,0,1,0,1,0,1,9,3,0,1,4,1,48,5,0,0,1,0,360,6.00 ,3,2.50 ,4.50 ,0,3,8,8,2,4,0,75000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,38,0,1,0,4,0,1,12,3,3,1,3,0,0,1,0,0,0,0,60,6.50 ,2,3.00 ,3.00 ,0,3,8,8,3,3,0,60000,3,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
3,48,1,1,0,4,1,1,12,2,0,1,3,1,40,4,0,0,1,0,120,2.00 ,1,3.00 ,3.00 ,0,2,6,8,3,4,0,75000,3,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
0,46,0,1,0,4,1,1,12,2,0,0,5,1,60,5,1,1,0,0,30,2.25 ,1,2.00 ,2.00 ,0,2,10,7,1,4,0,75000,3,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,49,1,0,1,2,0,1,9,4,0,1,5,2,40,2,1,0,1,1,180,6.00 ,3,1.00 ,5.00 ,0,4,10,8,4,2,1,80000,3,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
2,42,1,0,0,4,0,1,9,0,7,1,5,1,50,5,0,0,1,0,180,4.75 ,3,3.00 ,3.00 ,1,2,8,7,3,4,0,350000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,42,0,0,0,4,0,1,16,0,7,1,4,1,53,5,0,0,1,0,480,6.00 ,4,2.00 ,3.50 ,0,3,4,4,2,3,0,350000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,44,1,1,0,6,1,0,9,7,0,1,5,1,70,1,1,0,0,0,300,4.00 ,3,1.50 ,3.00 ,0,4,8,7,5,2,1,68400,3,3,52164 ,11676.8774 ,2.277 ,0.124 ,0.800 
2,37,0,1,0,6,0,0,9,7,0,0,4,1,70,1,0,0,0,0,60,6.50 ,2,1.00 ,3.00 ,0,4,7,5,3,4,1,68400,3,3,52164 ,11676.8774 ,2.277 ,0.124 ,0.800 
2,34,0,1,1,4,1,0,16,2,0,1,5,2,35,5,0,0,1,1,360,8.50 ,4,1.50 ,4.00 ,0,4,7,8,3,4,1,200000,4,3,52164 ,11676.8774 ,2.277 ,0.124 ,0.800 
4,33,1,0,1,6,0,0,0,2,0,1,5,1,56,2,1,0,0,1,120,3.25 ,3,1.00 ,5.00 ,0,3,10,0,3,2,1,30000,1,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
4,31,0,0,1,6,0,0,0,2,0,1,5,1,30,1,1,0,0,1,30,5.25 ,1,1.00 ,5.00 ,0,3,0,0,5,5,1,30000,1,3,67777 ,14228.1586 ,2.315 ,0.131 ,0.597 
2,43,1,0,0,4,0,1,12,0,3,1,5,1,30,1,0,0,0,0,120,7.75 ,3,3.50 ,3.00 ,0,3,7,6,4,4,1,80000,2,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
3,42,0,1,0,5,0,1,9,1,3,1,5,1,50,1,0,0,1,0,60,6.00 ,3,1.50 ,3.00 ,0,4,9,8,4,4,1,300000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,43,1,1,0,5,0,1,12,1,3,1,5,1,60,5,0,0,1,1,60,6.25 ,4,1.00 ,5.00 ,0,4,8,7,3,4,1,300000,4,1,101905 ,14642.5535 ,2.411 ,0.111 ,0.711 
2,37,0,1,0,6,0,1,9,1,0,1,4,2,60,5,0,0,1,0,30,4.50 ,3,3.00 ,4.00 ,0,4,8,5,3,4,1,100000,2,3,52164 ,11676.8774 ,2.277 ,0.124 ,0.800 
2,27,0,1,1,5,0,1,15,4,3,1,5,2,28,2,1,0,1,1,300,8.25 ,3,2.50 ,2.50 ,0,4,7,7,3,4,1,70000,2,3,52321 ,15174.6888 ,2.997 ,0.120 ,0.789 
2,35,0,1,0,4,0,1,15,8,3,1,3,0,0,2,0,0,0,0,60,5.00 ,3,3.50 ,3.00 ,0,3,6,5,3,4,1,80000,2,3,82864 ,17090.4449 ,2.702 ,0.136 ,0.755 
2,35,1,0,0,4,0,1,9,3,0,1,5,1,40,1,1,0,0,0,50,4.25 ,3,3.00 ,3.00 ,0,5,5,5,2,4,1,60000,2,2,62106 ,10784.7954 ,2.058 ,0.146 ,0.723 
2,31,0,0,0,7,0,1,9,0,3,1,4,0,0,2,0,0,0,0,120,6.00 ,1,2.50 ,3.00 ,0,3,7,6,4,4,1,150000,2,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,26,0,1,0,2,0,1,9,2,0,1,4,2,10,5,0,1,1,0,120,4.50 ,4,4.00 ,3.50 ,0,4,5,5,4,2,0,128000,4,2,73598 ,13615.3998 ,2.420 ,0.142 ,0.755 
1,36,0,1,1,3,1,1,16,0,1,1,3,1,10,2,0,0,0,0,120,6.75 ,3,3.00 ,2.00 ,0,4,8,8,5,4,1,400000,4,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,40,1,0,0,5,0,1,9,2,3,1,5,1,50,2,1,1,1,0,180,6.00 ,3,2.50 ,3.00 ,0,3,10,10,3,4,0,200000,4,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,38,0,0,0,5,0,1,6,2,3,1,5,0,0,1,0,0,0,0,360,5.50 ,3,3.50 ,3.00 ,0,4,4,3,3,4,0,200000,4,1,86003 ,11934.1041 ,2.218 ,0.112 ,0.716 
2,36,0,1,0,4,0,1,9,0,0,1,5,1,8,1,0,0,0,0,300,6.25 ,5,1.00 ,4.00 ,0,4,10,10,4,5,0,120000,3,1,144390 ,17500.1409 ,2.113 ,0.099 ,0.796 
2,47,1,0,0,4,0,1,12,9,3,1,4,0,0,2,0,1,1,0,30,4.50 ,2,2.00 ,1.00 ,0,2,8,3,1,2,0,40000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
1,36,1,1,1,3,1,1,9,0,3,1,5,1,70,2,0,0,0,0,120,4.25 ,3,3.00 ,3.00 ,0,1,10,10,3,1,1,100000,3,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,30,0,1,0,5,0,0,15,2,3,0,4,1,40,5,1,0,0,0,240,5.75 ,3,2.00 ,3.50 ,0,4,8,9,4,4,0,96000,2,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,50,1,0,0,6,0,1,0,2,0,1,4,1,42,2,1,0,1,0,0,4.25 ,4,4.00 ,4.50 ,0,3,3,5,3,2,1,6000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,48,0,0,0,6,0,1,0,2,0,1,5,1,6,2,0,0,1,0,120,4.50 ,5,5.00 ,3.00 ,0,2,5,5,3,5,1,6000,1,3,44968 ,17083.3066 ,3.089 ,0.124 ,0.751 
2,47,1,1,1,4,0,0,6,2,3,1,5,1,56,2,1,0,0,1,60,7.00 ,3,1.00 ,5.00 ,0,2,10,2,3,3,1,100000,3,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
2,45,0,1,0,4,0,0,9,2,3,1,4,1,49,4,0,0,0,0,30,6.00 ,4,1.00 ,4.50 ,0,4,2,2,5,5,1,100000,3,3,61716 ,14276.1347 ,2.784 ,0.105 ,0.794 
